FBC	21	26.10	23.88	23.70	26.32	0.00	0.00
FBC	22	26.01	23.96	23.76	26.27	0.00	0.00
FBC	23	25.90	24.07	23.85	26.19	0.00	0.00
FBC	24	26.07	23.90	23.64	26.39	0.00	0.00
FBC	25	25.99	23.96	23.80	26.24	0.00	0.00
FBC	26	25.93	24.06	23.78	26.23	0.00	0.00
FBC	27	26.11	23.92	23.69	26.28	0.00	0.00
FBC	28	26.02	24.01	23.74	26.22	0.00	0.00
FBC	29	25.95	24.02	23.85	26.19	0.00	0.00
FBC	30	26.03	23.93	23.75	26.29	0.00	0.00
FBC	31	26.05	23.96	23.75	26.24	0.00	0.00
FBC	32	25.93	24.04	23.79	26.24	0.00	0.00
FBC	33	26.08	23.92	23.68	26.31	0.00	0.00
FBC	34	26.04	23.97	23.65	26.34	0.00	0.00
FBC	35	25.95	24.07	23.82	26.16	0.00	0.00
FBC	36	25.97	23.96	23.76	26.31	0.00	0.00
FBC	37	26.03	24.01	23.73	26.23	0.00	0.00
FBC	38	26.00	24.03	23.73	26.24	0.00	0.00
FBC	39	26.02	23.91	23.67	26.39	0.00	0.00
FBC	40	26.02	23.94	23.75	26.29	0.00	0.00
FBC	41	25.91	24.05	23.84	26.20	0.00	0.00
FBC	42	26.07	23.93	23.70	26.30	0.00	0.00
FBC	43	26.04	23.96	23.68	26.32	0.00	0.00
FBC	44	25.94	24.04	23.81	26.21	0.00	0.00
FBC	45	26.06	23.90	23.71	26.33	0.00	0.00
FBC	46	25.98	23.98	23.78	26.26	0.00	0.00
FBC	47	26.02	23.99	23.76	26.23	0.00	0.00
FBC	48	26.08	23.91	23.69	26.33	0.00	0.00
FBC	49	26.04	23.94	23.74	26.28	0.00	0.00
FBC	50	25.95	24.07	23.82	26.17	0.00	0.00
FBC	51	26.07	23.93	23.74	26.26	0.00	0.00
FBC	52	26.12	23.89	23.64	26.34	0.00	0.00
FBC	53	26.01	24.01	23.72	26.27	0.00	0.00
FBC	54	26.09	23.86	23.66	26.39	0.00	0.00
FBC	55	26.03	23.90	23.77	26.30	0.00	0.00
FBC	56	26.06	23.98	23.73	26.23	0.00	0.00
FBC	57	26.16	23.83	23.60	26.41	0.00	0.00
FBC	58	26.07	23.86	23.71	26.36	0.00	0.00
FBC	59	26.12	23.91	23.65	26.32	0.00	0.00
FBC	60	26.10	23.84	23.68	26.38	0.00	0.00
FBC	61	26.13	23.86	23.65	26.36	0.00	0.00
FBC	62	26.18	23.86	23.60	26.36	0.00	0.00
FBC	63	26.24	23.73	23.58	26.45	0.00	0.00
FBC	64	26.23	23.69	23.55	26.53	0.00	0.00
FBC	65	26.18	23.76	23.62	26.44	0.00	0.00
FBC	66	26.32	23.62	23.48	26.58	0.00	0.00
FBC	67	26.25	23.68	23.54	26.53	0.00	0.00
FBC	68	26.23	23.69	23.59	26.49	0.00	0.00
FBC	69	26.32	23.64	23.47	26.58	0.00	0.00
FBC	70	26.34	23.66	23.46	26.54	0.00	0.00
FBC	71	26.33	23.68	23.46	26.53	0.00	0.00
FBC	72	26.45	23.58	23.29	26.68	0.00	0.00
FBC	73	26.32	23.62	23.38	26.68	0.00	0.00
FBC	74	26.47	23.47	23.34	26.72	0.00	0.00
FBC	75	26.46	23.42	23.36	26.76	0.00	0.00
FBC	76	26.51	23.44	23.21	26.85	0.00	0.00
FBC	77	26.57	23.44	23.23	26.76	0.00	0.00
FBC	78	26.64	23.28	23.21	26.87	0.00	0.00
FBC	79	26.59	23.35	23.19	26.87	0.00	0.00
FBC	80	26.62	23.29	23.16	26.92	0.00	0.00
FBC	81	26.76	23.16	23.06	27.02	0.00	0.00
FBC	82	26.76	23.27	22.96	27.01	0.00	0.00
FBC	83	26.71	23.22	23.01	27.05	0.00	0.00
FBC	84	26.83	23.15	22.94	27.07	0.00	0.00
FBC	85	26.84	23.15	22.93	27.09	0.00	0.00
FBC	86	26.92	23.00	22.88	27.20	0.00	0.00
FBC	87	26.96	22.92	22.86	27.26	0.00	0.00
FBC	88	26.89	23.01	22.76	27.34	0.00	0.00
FBC	89	26.95	22.94	22.72	27.39	0.00	0.00
FBC	90	27.11	22.92	22.73	27.24	0.00	0.00
FBC	91	27.07	22.85	22.70	27.38	0.00	0.00
FBC	92	27.11	22.80	22.69	27.40	0.00	0.00
FBC	93	27.35	22.66	22.50	27.50	0.00	0.00
FBC	94	27.34	22.63	22.52	27.51	0.00	0.00
FBC	95	27.19	22.62	22.56	27.63	0.00	0.00
FBC	96	27.38	22.60	22.44	27.59	0.00	0.00
FBC	97	27.32	22.55	22.43	27.71	0.00	0.00
FBC	98	27.48	22.49	22.33	27.70	0.00	0.00
FBC	99	27.53	22.33	22.29	27.85	0.00	0.00
FBC	100	27.50	22.30	22.26	27.94	0.00	0.00
FBC	101	27.51	22.39	22.16	27.94	0.00	0.00
FBC	102	27.71	22.27	21.98	28.04	0.00	0.00
FBC	103	27.63	22.28	22.08	28.00	0.00	0.00
FBC	104	27.77	22.13	22.05	28.05	0.00	0.00
FBC	105	27.89	22.00	21.99	28.12	0.00	0.00
FBC	106	27.94	22.02	21.81	28.22	0.00	0.00
FBC	107	28.02	21.96	21.81	28.20	0.00	0.00
FBC	108	27.95	21.96	21.75	28.35	0.00	0.00
FBC	109	27.99	21.93	21.58	28.50	0.00	0.00
FBC	110	28.06	21.85	21.55	28.54	0.00	0.00
FBC	111	28.07	21.78	21.66	28.49	0.00	0.00
FBC	112	28.24	21.63	21.48	28.65	0.00	0.00
FBC	113	28.21	21.60	21.65	28.54	0.00	0.00
FBC	114	28.32	21.50	21.31	28.86	0.00	0.00
FBC	115	28.47	21.48	21.21	28.84	0.00	0.00
FBC	116	28.40	21.56	21.32	28.73	0.00	0.00
FBC	117	28.52	21.35	21.26	28.87	0.00	0.00
FBC	118	28.67	21.28	21.19	28.85	0.00	0.00
FBC	119	28.70	21.16	21.04	29.10	0.00	0.00
FBC	120	28.66	21.27	20.95	29.12	0.00	0.00
FBC	121	28.75	21.16	21.00	29.09	0.00	0.00
FBC	122	28.93	21.00	20.84	29.23	0.00	0.00
FBC	123	29.00	20.96	20.77	29.28	0.00	0.00
FBC	124	29.04	20.87	20.83	29.26	0.00	0.00
FBC	125	28.92	20.90	20.79	29.39	0.00	0.00
FBC	126	29.06	20.80	20.66	29.48	0.00	0.00
FBC	127	29.22	20.73	20.65	29.41	0.00	0.00
FBC	128	29.47	20.45	20.19	29.89	0.00	0.00
FBC	129	29.74	20.22	19.89	30.16	0.00	0.00
FBC	130	31.43	18.65	18.34	31.58	0.00	0.00
FBC	131	39.00	11.07	10.28	39.65	0.00	0.00
# ACGT raw counters for first fragments. Use `grep ^FTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
FTC	109624792	99367873	98492067	110664356	15
# ACGT content per cycle for last fragments. Use `grep ^LBC | cut -f 2-` to extract this part. The columns are: cycle; A,C,G,T base counts as a percentage of all A/C/G/T bases [%]; and N and O counts as a percentage of all A/C/G/T bases [%]
LBC	1	25.71	24.28	24.04	25.97	0.00	0.00
LBC	2	25.89	24.14	23.87	26.10	0.00	0.00
LBC	3	25.74	24.19	24.03	26.04	0.00	0.00
LBC	4	25.85	24.14	23.90	26.11	0.00	0.00
LBC	5	25.71	24.36	24.09	25.85	0.00	0.00
LBC	6	25.93	24.12	23.86	26.09	0.00	0.00
LBC	7	25.84	24.25	23.91	25.99	0.00	0.00
LBC	8	25.81	24.19	24.00	26.01	0.00	0.00
LBC	9	26.00	24.05	23.74	26.21	0.00	0.00
LBC	10	25.89	24.11	23.84	26.17	0.00	0.00
LBC	11	25.83	24.18	23.91	26.08	0.00	0.00
LBC	12	26.05	23.94	23.70	26.31	0.00	0.00
LBC	13	25.97	24.04	23.77	26.22	0.00	0.00
LBC	14	25.95	24.08	23.76	26.21	0.00	0.00
LBC	15	26.03	23.99	23.71	26.27	0.00	0.00
LBC	16	26.01	23.99	23.72	26.28	0.00	0.00
LBC	17	25.88	24.16	23.87	26.09	0.00	0.00
LBC	18	26.07	23.89	23.72	26.32	0.00	0.00
LBC	19	25.99	24.03	23.74	26.24	0.00	0.00
LBC	20	25.88	24.10	23.82	26.19	0.00	0.00
LBC	21	26.09	23.89	23.69	26.33	0.00	0.00
LBC	22	26.02	23.97	23.74	26.27	0.00	0.00
LBC	23	25.88	24.08	23.84	26.20	0.00	0.00
LBC	24	26.07	23.89	23.66	26.37	0.00	0.00
LBC	25	25.97	24.03	23.74	26.26	0.00	0.00
LBC	26	25.93	24.05	23.73	26.29	0.00	0.00
LBC	27	26.09	23.94	23.67	26.30	0.00	0.00
LBC	28	25.99	24.00	23.75	26.26	0.00	0.00
LBC	29	25.94	24.03	23.79	26.24	0.00	0.00
LBC	30	25.98	23.97	23.74	26.30	0.00	0.00
LBC	31	26.00	23.98	23.73	26.29	0.00	0.00
LBC	32	25.95	24.02	23.79	26.23	0.00	0.00
LBC	33	26.08	23.93	23.65	26.34	0.00	0.00
LBC	34	26.04	23.96	23.67	26.33	0.00	0.00
LBC	35	25.95	24.04	23.78	26.23	0.00	0.00
LBC	36	26.00	23.98	23.72	26.29	0.00	0.00
LBC	37	25.99	24.01	23.75	26.26	0.00	0.00
LBC	38	25.99	24.01	23.73	26.27	0.00	0.00
LBC	39	26.01	23.92	23.68	26.39	0.00	0.00
LBC	40	26.01	23.95	23.76	26.28	0.00	0.00
LBC	41	25.96	24.03	23.80	26.21	0.00	0.00
LBC	42	26.07	23.90	23.67	26.36	0.00	0.00
LBC	43	26.05	23.95	23.70	26.30	0.00	0.00
LBC	44	25.93	24.02	23.83	26.22	0.00	0.00
LBC	45	26.06	23.91	23.68	26.35	0.00	0.00
LBC	46	26.00	24.02	23.74	26.24	0.00	0.00
LBC	47	26.00	23.99	23.74	26.28	0.00	0.00
LBC	48	26.06	23.90	23.68	26.36	0.00	0.00
LBC	49	26.05	23.90	23.72	26.34	0.00	0.00
LBC	50	25.96	24.05	23.77	26.22	0.00	0.00
LBC	51	26.06	23.93	23.71	26.31	0.00	0.00
LBC	52	26.10	23.89	23.63	26.39	0.00	0.00
LBC	53	26.03	23.96	23.69	26.33	0.00	0.00
LBC	54	26.09	23.84	23.64	26.43	0.00	0.00
LBC	55	26.09	23.84	23.69	26.38	0.00	0.00
LBC	56	26.10	23.89	23.70	26.32	0.00	0.00
LBC	57	26.21	23.75	23.60	26.44	0.00	0.00
LBC	58	26.20	23.76	23.66	26.38	0.00	0.00
LBC	59	26.18	23.84	23.60	26.39	0.00	0.00
LBC	60	26.20	23.76	23.63	26.41	0.00	0.00
LBC	61	26.14	23.81	23.57	26.48	0.00	0.00
LBC	62	26.23	23.79	23.55	26.44	0.00	0.00
LBC	63	26.33	23.61	23.48	26.57	0.00	0.00
LBC	64	26.33	23.61	23.47	26.59	0.00	0.00
LBC	65	26.28	23.70	23.50	26.51	0.00	0.00
LBC	66	26.40	23.49	23.37	26.73	0.00	0.00
LBC	67	26.42	23.59	23.36	26.63	0.00	0.00
LBC	68	26.43	23.57	23.39	26.61	0.00	0.00
LBC	69	26.50	23.45	23.27	26.77	0.00	0.00
LBC	70	26.46	23.50	23.31	26.73	0.00	0.00
LBC	71	26.50	23.47	23.22	26.80	0.00	0.00
LBC	72	26.69	23.35	23.12	26.84	0.00	0.00
LBC	73	26.62	23.34	23.19	26.85	0.00	0.00
LBC	74	26.71	23.23	23.08	26.97	0.00	0.00
LBC	75	26.73	23.17	23.04	27.06	0.00	0.00
LBC	76	26.75	23.21	22.96	27.08	0.00	0.00
LBC	77	26.88	23.14	22.92	27.06	0.00	0.00
LBC	78	26.91	23.04	22.84	27.20	0.00	0.00
LBC	79	26.90	23.02	22.87	27.22	0.00	0.00
LBC	80	26.96	22.97	22.83	27.23	0.00	0.00
LBC	81	27.14	22.78	22.68	27.40	0.00	0.00
LBC	82	27.15	22.80	22.58	27.46	0.00	0.00
LBC	83	27.18	22.80	22.57	27.46	0.00	0.00
LBC	84	27.29	22.65	22.50	27.57	0.00	0.00
LBC	85	27.38	22.61	22.41	27.59	0.00	0.00
LBC	86	27.39	22.48	22.44	27.69	0.00	0.00
LBC	87	27.51	22.41	22.31	27.77	0.00	0.00
LBC	88	27.51	22.36	22.22	27.91	0.00	0.00
LBC	89	27.53	22.37	22.16	27.94	0.00	0.00
LBC	90	27.62	22.26	22.12	28.00	0.00	0.00
LBC	91	27.70	22.18	22.03	28.09	0.00	0.00
LBC	92	27.82	22.11	21.93	28.14	0.00	0.00
LBC	93	27.96	21.94	21.79	28.30	0.00	0.00
LBC	94	28.01	21.90	21.73	28.36	0.00	0.00
LBC	95	28.00	21.84	21.74	28.42	0.00	0.00
LBC	96	28.10	21.73	21.55	28.61	0.00	0.00
LBC	97	28.14	21.80	21.52	28.54	0.00	0.00
LBC	98	28.29	21.61	21.41	28.68	0.00	0.00
LBC	99	28.39	21.55	21.41	28.65	0.00	0.00
LBC	100	28.54	21.34	21.28	28.84	0.00	0.00
LBC	101	28.64	21.34	21.23	28.79	0.00	0.00
LBC	102	28.65	21.21	21.09	29.04	0.00	0.00
LBC	103	28.72	21.25	20.93	29.09	0.00	0.00
LBC	104	28.84	21.10	20.80	29.25	0.00	0.00
LBC	105	28.98	20.98	20.79	29.25	0.00	0.00
LBC	106	29.08	20.91	20.68	29.32	0.00	0.00
LBC	107	29.09	20.84	20.68	29.38	0.00	0.00
LBC	108	29.22	20.65	20.51	29.63	0.00	0.00
LBC	109	29.28	20.59	20.47	29.66	0.00	0.00
LBC	110	29.30	20.63	20.36	29.71	0.00	0.00
LBC	111	29.39	20.52	20.28	29.81	0.00	0.00
LBC	112	29.55	20.46	20.07	29.91	0.00	0.00
LBC	113	29.54	20.39	20.16	29.91	0.00	0.00
LBC	114	29.66	20.18	20.11	30.06	0.00	0.00
LBC	115	29.75	20.04	20.07	30.14	0.00	0.00
LBC	116	29.85	19.96	19.88	30.30	0.00	0.00
LBC	117	29.94	20.02	19.76	30.28	0.00	0.00
LBC	118	30.12	19.85	19.61	30.42	0.00	0.00
LBC	119	29.98	19.76	19.71	30.54	0.00	0.00
LBC	120	30.07	19.61	19.44	30.87	0.00	0.00
LBC	121	30.25	19.64	19.43	30.68	0.00	0.00
LBC	122	30.45	19.35	19.14	31.05	0.00	0.00
LBC	123	30.54	19.47	19.24	30.75	0.00	0.00
LBC	124	30.42	19.17	19.29	31.12	0.00	0.00
LBC	125	30.84	19.22	19.07	30.87	0.00	0.00
LBC	126	30.68	19.11	19.07	31.15	0.00	0.00
LBC	127	30.82	19.09	18.96	31.13	0.00	0.00
LBC	128	31.01	18.64	18.88	31.47	0.00	0.00
LBC	129	31.13	18.43	18.69	31.76	0.00	0.00
LBC	130	33.57	16.07	16.46	33.90	0.00	0.00
LBC	131	41.92	7.75	8.14	42.18	0.00	0.00
# ACGT raw counters for last fragments. Use `grep ^LTC | cut -f 2-` to extract this part. The columns are: A,C,G,T,N base counters
LTC	107851209	96979145	96058326	108956437	13
# Insert sizes. Use `grep ^IS | cut -f 2-` to extract this part. The columns are: insert size, pairs total, inward oriented pairs, outward oriented pairs, other pairs
IS	0	0	0	0	0
IS	1	1	0	0	1
IS	2	6	0	6	0
IS	3	4	0	4	0
IS	4	14	0	13	1
IS	5	11	0	10	1
IS	6	15	0	15	0
IS	7	10	0	10	0
IS	8	4	0	4	0
IS	9	8	0	8	0
IS	10	695	0	695	0
IS	11	758	0	758	0
IS	12	732	0	732	0
IS	13	796	0	796	0
IS	14	845	0	845	0
IS	15	884	0	884	0
IS	16	974	0	974	0
IS	17	1029	0	1029	0
IS	18	1036	0	1036	0
IS	19	1178	3	1175	0
IS	20	1195	4	1191	0
IS	21	1111	8	1103	0
IS	22	1199	6	1193	0
IS	23	1305	9	1296	0
IS	24	1307	5	1302	0
IS	25	1325	8	1317	0
IS	26	1374	6	1368	0
IS	27	1491	13	1478	0
IS	28	1666	9	1657	0
IS	29	1688	14	1674	0
IS	30	1726	11	1715	0
IS	31	1770	21	1749	0
IS	32	1753	16	1737	0
IS	33	1778	21	1757	0
IS	34	1865	20	1845	0
IS	35	1817	34	1783	0
IS	36	1957	31	1926	0
IS	37	2036	29	2007	0
IS	38	2155	48	2107	0
IS	39	2211	36	2175	0
IS	40	2216	39	2177	0
IS	41	2300	45	2255	0
IS	42	2232	44	2188	0
IS	43	2356	54	2302	0
IS	44	2318	52	2266	0
IS	45	2303	59	2244	0
IS	46	2383	67	2316	0
IS	47	2509	77	2432	0
IS	48	2586	83	2503	0
IS	49	2779	94	2685	0
IS	50	2786	107	2679	0
IS	51	2816	123	2693	0
IS	52	2737	108	2629	0
IS	53	2766	117	2649	0
IS	54	2683	151	2532	0
IS	55	2750	169	2581	0
IS	56	2838	178	2660	0
IS	57	2753	184	2569	0
IS	58	2800	206	2594	0
IS	59	2883	237	2646	0
IS	60	2862	246	2616	0
IS	61	2938	242	2696	0
IS	62	2988	308	2680	0
IS	63	2835	300	2535	0
IS	64	2797	336	2461	0
IS	65	2786	333	2453	0
IS	66	2709	365	2344	0
IS	67	2615	330	2285	0
IS	68	2725	358	2367	0
IS	69	2722	425	2297	0
IS	70	2680	411	2269	0
IS	71	2652	453	2199	0
IS	72	2575	436	2139	0
IS	73	2451	435	2016	0
IS	74	2329	473	1856	0
IS	75	2252	471	1781	0
IS	76	2170	471	1699	0
IS	77	2045	476	1569	0
IS	78	2075	497	1578	0
IS	79	1879	476	1403	0
IS	80	1686	405	1281	0
IS	81	1549	377	1172	0
IS	82	1412	361	1051	0
IS	83	1195	268	927	0
IS	84	1168	282	886	0
IS	85	948	214	734	0
IS	86	923	238	685	0
IS	87	861	214	647	0
IS	88	777	227	550	0
IS	89	770	221	549	0
IS	90	761	226	535	0
IS	91	683	229	454	0
IS	92	299	111	188	0
IS	93	584	226	358	0
IS	94	827	302	525	0
IS	95	417	181	236	0
IS	96	934	406	528	0
IS	97	690	315	375	0
IS	98	1497	767	730	0
IS	99	1347	671	674	2
IS	100	964	496	468	0
IS	101	2340	1348	992	0
IS	102	844	511	333	0
IS	103	11928	9231	2697	0
IS	104	14942	12073	2869	0
IS	105	15109	12475	2634	0
IS	106	15154	12593	2561	0
IS	107	15229	12841	2388	0
IS	108	15584	13288	2296	0
IS	109	15525	13398	2127	0
IS	110	16026	14015	2011	0
IS	111	16374	14449	1925	0
IS	112	16656	14831	1825	0
IS	113	16897	15217	1680	0
IS	114	17013	15379	1634	0
IS	115	16967	15458	1509	0
IS	116	17103	15725	1378	0
IS	117	17118	15786	1332	0
IS	118	17463	16270	1193	0
IS	119	17439	16249	1190	0
IS	120	17661	16624	1037	0
IS	121	17907	16928	979	0
IS	122	18229	17290	939	0
IS	123	18552	17696	856	0
IS	124	18324	17585	739	0
IS	125	18597	17901	696	0
IS	126	18457	17799	658	0
IS	127	18453	17807	646	0
IS	128	18679	18147	532	0
IS	129	18739	18249	490	0
IS	130	18903	18584	319	0
IS	131	18941	18831	110	0
IS	132	19353	19353	0	0
IS	133	19150	19149	1	0
IS	134	19382	19381	1	0
IS	135	19617	19617	0	0
IS	136	19502	19502	0	0
IS	137	19784	19784	0	0
IS	138	19698	19698	0	0
IS	139	19448	19448	0	0
IS	140	19634	19634	0	0
IS	141	19402	19402	0	0
IS	142	19616	19616	0	0
IS	143	20070	20070	0	0
IS	144	20092	20091	1	0
IS	145	19868	19868	0	0
IS	146	20041	20041	0	0
IS	147	20067	20067	0	0
IS	148	20053	20053	0	0
IS	149	20044	20044	0	0
IS	150	20336	20336	0	0
IS	151	19749	19747	2	0
IS	152	20057	20057	0	0
IS	153	20264	20264	0	0
IS	154	20432	20432	0	0
IS	155	20269	20269	0	0
IS	156	20389	20389	0	0
IS	157	20312	20311	1	0
IS	158	20321	20321	0	0
IS	159	20090	20089	0	1
IS	160	20103	20103	0	0
IS	161	19842	19842	0	0
IS	162	19866	19866	0	0
IS	163	19925	19925	0	0
IS	164	20103	20103	0	0
IS	165	20183	20183	0	0
IS	166	20132	20132	0	0
IS	167	19875	19875	0	0
IS	168	19895	19895	0	0
IS	169	19837	19837	0	0
IS	170	19825	19825	0	0
IS	171	19871	19871	0	0
IS	172	19742	19740	1	1
IS	173	19695	19695	0	0
IS	174	19992	19992	0	0
IS	175	19808	19808	0	0
IS	176	19873	19873	0	0
IS	177	19908	19908	0	0
IS	178	19490	19490	0	0
IS	179	19569	19569	0	0
IS	180	19197	19197	0	0
IS	181	19123	19123	0	0
IS	182	19123	19123	0	0
IS	183	18920	18920	0	0
IS	184	19143	19141	2	0
IS	185	18983	18983	0	0
IS	186	19447	19447	0	0
IS	187	19221	19221	0	0
IS	188	19125	19125	0	0
IS	189	18855	18855	0	0
IS	190	18830	18829	1	0
IS	191	18832	18831	1	0
IS	192	18914	18914	0	0
IS	193	18443	18442	1	0
IS	194	18548	18547	1	0
IS	195	18784	18784	0	0
IS	196	18480	18480	0	0
IS	197	18766	18765	0	1
IS	198	18519	18519	0	0
IS	199	18136	18136	0	0
IS	200	18102	18100	1	1
IS	201	18214	18214	0	0
IS	202	18353	18353	0	0
IS	203	18071	18071	0	0
IS	204	18020	18020	0	0
IS	205	17789	17789	0	0
IS	206	17924	17924	0	0
IS	207	17920	17920	0	0
IS	208	17880	17880	0	0
IS	209	17935	17934	1	0
IS	210	17568	17568	0	0
IS	211	17719	17718	1	0
IS	212	17620	17620	0	0
IS	213	17220	17220	0	0
IS	214	17408	17408	0	0
IS	215	17335	17335	0	0
IS	216	17013	17013	0	0
IS	217	17199	17199	0	0
IS	218	17191	17191	0	0
IS	219	16946	16946	0	0
IS	220	16718	16718	0	0
IS	221	16790	16790	0	0
IS	222	16550	16550	0	0
IS	223	16806	16806	0	0
IS	224	16545	16545	0	0
IS	225	16610	16610	0	0
IS	226	16708	16708	0	0
IS	227	16413	16413	0	0
IS	228	16264	16264	0	0
IS	229	16093	16093	0	0
IS	230	16199	16199	0	0
IS	231	16323	16322	1	0
IS	232	16110	16110	0	0
IS	233	15970	15970	0	0
IS	234	15775	15774	0	1
IS	235	15780	15780	0	0
IS	236	15740	15740	0	0
IS	237	15630	15630	0	0
IS	238	15492	15492	0	0
IS	239	15863	15863	0	0
IS	240	15646	15646	0	0
IS	241	15478	15478	0	0
IS	242	15618	15618	0	0
IS	243	15021	15021	0	0
IS	244	14894	14894	0	0
IS	245	15241	15241	0	0
IS	246	15150	15149	0	1
IS	247	14797	14797	0	0
IS	248	14818	14818	0	0
IS	249	14779	14779	0	0
IS	250	14865	14865	0	0
IS	251	14474	14474	0	0
IS	252	14438	14438	0	0
IS	253	14535	14534	0	1
IS	254	14511	14511	0	0
IS	255	14164	14164	0	0
IS	256	14128	14128	0	0
IS	257	13996	13996	0	0
IS	258	13997	13997	0	0
IS	259	13836	13836	0	0
IS	260	13792	13792	0	0
IS	261	13858	13858	0	0
IS	262	13765	13764	1	0
IS	263	13499	13499	0	0
IS	264	13592	13591	1	0
IS	265	13708	13708	0	0
IS	266	13348	13347	1	0
IS	267	13505	13505	0	0
IS	268	13308	13308	0	0
IS	269	13182	13182	0	0
IS	270	13319	13319	0	0
IS	271	12986	12986	0	0
IS	272	12887	12887	0	0
IS	273	12864	12864	0	0
IS	274	12918	12918	0	0
IS	275	12818	12818	0	0
IS	276	12761	12760	1	0
IS	277	12571	12571	0	0
IS	278	12654	12654	0	0
IS	279	12721	12721	0	0
IS	280	12497	12497	0	0
IS	281	12333	12333	0	0
IS	282	12708	12708	0	0
IS	283	12315	12315	0	0
IS	284	12457	12457	0	0
IS	285	12121	12121	0	0
IS	286	12256	12255	1	0
IS	287	11949	11947	2	0
IS	288	11892	11892	0	0
IS	289	11824	11824	0	0
IS	290	11892	11892	0	0
IS	291	11729	11729	0	0
IS	292	11616	11616	0	0
IS	293	11679	11679	0	0
IS	294	11431	11431	0	0
IS	295	11556	11556	0	0
IS	296	11524	11524	0	0
IS	297	11236	11236	0	0
IS	298	11142	11142	0	0
IS	299	11061	11061	0	0
IS	300	10792	10792	0	0
IS	301	11095	11095	0	0
IS	302	10955	10955	0	0
IS	303	10886	10886	0	0
IS	304	10795	10795	0	0
IS	305	10966	10965	1	0
IS	306	10578	10578	0	0
IS	307	10699	10699	0	0
IS	308	10605	10605	0	0
IS	309	10521	10521	0	0
IS	310	10615	10615	0	0
IS	311	10560	10560	0	0
IS	312	10199	10198	1	0
IS	313	10071	10071	0	0
IS	314	10287	10287	0	0
IS	315	10020	10020	0	0
IS	316	9974	9974	0	0
IS	317	10051	10051	0	0
IS	318	9823	9823	0	0
IS	319	9832	9832	0	0
IS	320	9822	9822	0	0
IS	321	9633	9633	0	0
IS	322	9617	9617	0	0
IS	323	9598	9598	0	0
IS	324	9487	9487	0	0
IS	325	9425	9425	0	0
IS	326	9521	9521	0	0
IS	327	9228	9228	0	0
IS	328	9178	9178	0	0
IS	329	9331	9331	0	0
IS	330	9352	9352	0	0
IS	331	9092	9091	0	1
IS	332	9077	9077	0	0
IS	333	8921	8921	0	0
IS	334	9035	9035	0	0
IS	335	8673	8673	0	0
IS	336	8805	8805	0	0
IS	337	8747	8747	0	0
IS	338	8639	8639	0	0
IS	339	8679	8679	0	0
IS	340	8768	8768	0	0
IS	341	8299	8299	0	0
IS	342	8411	8410	1	0
IS	343	8473	8473	0	0
IS	344	8142	8142	0	0
IS	345	8273	8272	0	1
IS	346	8163	8163	0	0
IS	347	8141	8141	0	0
IS	348	8022	8022	0	0
IS	349	7992	7992	0	0
IS	350	7852	7852	0	0
IS	351	8021	8021	0	0
IS	352	7932	7932	0	0
IS	353	7820	7820	0	0
IS	354	7809	7809	0	0
IS	355	7624	7622	2	0
IS	356	7673	7673	0	0
IS	357	7582	7582	0	0
IS	358	7625	7625	0	0
IS	359	7625	7625	0	0
IS	360	7364	7364	0	0
IS	361	7360	7360	0	0
IS	362	7357	7356	1	0
IS	363	7187	7186	1	0
IS	364	7010	7010	0	0
IS	365	7229	7229	0	0
IS	366	7042	7042	0	0
IS	367	7060	7060	0	0
IS	368	6988	6988	0	0
IS	369	6980	6980	0	0
IS	370	7154	7154	0	0
IS	371	6862	6862	0	0
IS	372	6764	6761	2	1
IS	373	6692	6692	0	0
IS	374	6782	6782	0	0
IS	375	6313	6313	0	0
IS	376	6454	6454	0	0
IS	377	6494	6494	0	0
IS	378	6495	6494	1	0
IS	379	6443	6443	0	0
IS	380	6355	6354	1	0
IS	381	6272	6272	0	0
IS	382	6416	6416	0	0
IS	383	6329	6328	0	1
IS	384	6186	6186	0	0
IS	385	6318	6316	0	2
IS	386	6284	6284	0	0
IS	387	6127	6127	0	0
IS	388	6064	6064	0	0
IS	389	6114	6113	1	0
IS	390	5999	5999	0	0
IS	391	5760	5760	0	0
IS	392	5880	5879	0	1
IS	393	5851	5851	0	0
IS	394	5749	5749	0	0
IS	395	5706	5706	0	0
IS	396	5754	5754	0	0
IS	397	5621	5620	0	1
IS	398	5764	5764	0	0
IS	399	5629	5629	0	0
IS	400	5513	5513	0	0
IS	401	5617	5616	1	0
IS	402	5438	5438	0	0
IS	403	5538	5538	0	0
IS	404	5368	5368	0	0
IS	405	5360	5360	0	0
IS	406	5233	5233	0	0
IS	407	5314	5314	0	0
IS	408	5364	5364	0	0
IS	409	5100	5100	0	0
IS	410	5222	5222	0	0
IS	411	5030	5030	0	0
IS	412	5030	5030	0	0
IS	413	5071	5071	0	0
IS	414	4855	4855	0	0
IS	415	4905	4905	0	0
IS	416	5004	5004	0	0
IS	417	4896	4896	0	0
IS	418	4938	4938	0	0
IS	419	4929	4928	1	0
IS	420	4739	4739	0	0
IS	421	4784	4784	0	0
IS	422	4808	4808	0	0
IS	423	4732	4732	0	0
IS	424	4603	4603	0	0
IS	425	4766	4765	1	0
IS	426	4570	4570	0	0
IS	427	4529	4529	0	0
IS	428	4549	4549	0	0
IS	429	4460	4460	0	0
